SYMBOL,avg -log10(p)
CACNG8,1.482711709
TYSND1,1.55458263
FAM76B,2.960268704
DNAH3,2.762037541
N4BP1,1.423958267
FEM1C,2.283354042
TNFAIP8L1,1.814429516
CELF3,2.256239452
SCARF2,1.520151273
OR1G1,1.425586721
OVCA2,1.327606553
HMHB1,1.425852936
ZNF254,2.014393917
SLC38A7,1.468636058
AREL1,4.41943513
DOP1A,2.188183786
MND1,1.515315873
MPPED1,1.45622986
NLRP8,1.95640197
ARMC3,2.491033511
FCF1,4.035070763
NLRP13,3.165413372
SPNS1,1.448086677
KRT33A,1.777257524
VNN3,1.74203359
JMJD8,1.53233271
FSD1L,2.085408292
TAS2R60,10.58627736
TRMT12,1.493048726
SSBP4,6.146725936
CYP4X1,1.331716611
BSPH1,1.566614243
ZNF287,1.527638543
GPR89A,1.889612334
TMCC1,1.317376651
GGTLC2,1.351620471
AGBL4,1.393478909
TLNRD1,1.40720168
TDRKH,1.901093848
RMDN1,1.87696547
LYPD6,1.553960164
TTC5,1.391270773
KLHL29,2.030593407
LY6G6D,1.54228459
YPEL4,1.529721846
FAM89B,1.835766145
PHYHIP,2.241906017
CCDC116,3.20565909
BPIFB6,1.538801711
SLC25A44,1.511971315
FSIP2,5.306888885
METTL27,1.443975054
EPHX3,1.407223864
RASL11B,1.555018888
TMEM245,1.35196217
TSPEAR,1.893367211
ADAMTSL5,2.287915629
CABP5,1.334456531
SLC4A9,3.668152918
MFSD5,1.468699947
SCRT1,1.730837435
KLHDC1,2.48156503
NAALADL1,2.215511089
FAM114A1,1.806951415
PCDHA4,1.479412148
BTF3L4,1.532317915
SHISA9,1.46617712
UBE3D,3.47845659
ZNF317,1.519088022
NLE1,1.755277677
TAFA1,2.748410443
BRMS1L,2.233758227
ZNF518A,1.727624563
LY6G6C,1.646814937
ABT1,1.346739234
GBP6,2.891250101
TATDN1,2.366612351
KLHL18,1.353615881
KCNK7,1.8815038
SLC37A1,2.466757738
CHADL,3.451260875
SOWAHB,1.465352104
ANKRD13B,3.16488041
TCTEX1D4,2.853128097
ACP7,1.859146419
LRRC25,4.48367244
GREB1L,1.651325268
ANKS4B,1.61672335
TRIML2,1.681707051
OR6A2,1.306000604
ZBTB12,1.373639099
FAM57B,2.316601704
MRGPRF,1.596414873
FAM220A,2.187521155
ZNF197,3.796178697
NECAB1,2.336540112
PIP4P2,1.896162084
PUS3,1.321472516
FSCN3,2.938622926
OR2AG1,1.403710868
TC2N,3.52992146
ALG10B,2.693746579
TMEM121,2.773741921
SLC35A4,2.667648564
IGFL1,1.330459985
HNRNPA1L2,3.03531687
TMEM8A,1.320826576
TMEM117,2.134978982
EHBP1L1,2.179096091
CLRN3,1.842633908
C1orf61,1.509591998
ANKHD1-EIF4EBP3,3.113718603
EML5,2.619762576
FAM117B,1.348179457
HEATR5B,1.334813148
DHRS7C,1.820218484
INSM2,2.198953203
ZNF830,2.528488263
TIFAB,1.390181565
CTRB2,2.099635139
EIF1B,2.6062669
IRX6,1.311402225
OSER1,2.520353085
MRNIP,1.879919866
MTMR11,2.402479734
UBXN10,1.535629699
SPOCD1,1.414629523
ZMAT2,1.908171686
ZKSCAN7,2.878144818
GLYATL3,2.304614649
RIBC2,1.608764874
PCNX3,1.490313704
C6orf47,4.052233035
FBXO47,3.021764686
IGIP,3.065735057
SNX22,3.497474496
ZBTB3,1.345034549
LRRC20,1.388956805
GPATCH11,2.087926809
BEND5,1.882165481
TEDC1,2.87095494
ZNF445,3.402315781
ACSM5,1.728204845
VSIG10L,1.512734326
LY6G5C,2.715042307
SPRR2F,2.343912618
WDR55,1.783890461
MCRIP2,1.627603568
CSTL1,2.563868983
ZNF595,3.074667277
LY6G6F,1.502627984
CLVS2,1.315513708
OR2S2,1.59724011
STMN4,1.346382334
SS18L2,1.388244838
METTL2A,1.758080147
CRCT1,1.369236617
FBXO36,1.740668975
TYW5,2.788719232
SAC3D1,2.313774986
SLC16A14,1.600984274
GOLT1A,1.530944196
TMPRSS11B,3.6989509
ANKRD40,2.093002706
IFITM10,1.992337553
IGSF10,2.094997904
ZNF675,1.419519805
KANSL1L,2.700825021
SIAH3,2.757582816
ZNF394,1.67405354
RIMBP3C,3.317987766
OOEP,1.347773004
PROX2,4.536450633
ZNF17,2.97257662
CCDC9,2.635542815
LRRC18,1.407689976
ALKAL2,2.220367439
C1orf112,1.409325319
ABITRAM,1.827951966
MYPOP,1.806931084
FBRSL1,2.222428195
GPR27,2.140369421
TTC9B,1.350178537
ZNF800,2.370835143
TMEM154,1.852509179
TMCO6,1.668137328
CCDC149,2.131020714
ZNF707,1.565622739
ZFAND1,1.338632245
ZBTB41,1.746492382
TMEM270,1.643133153
TEX37,1.351288792
ARMC7,3.311998681
KRTAP10-9,1.502932064
ASNSD1,1.361560665
ZBTB47,1.600759058
DPRX,1.851922023
TLCD2,1.459495341
TTLL10,1.419154823
LRRC58,1.450212282
LCE5A,1.337875189
WFDC11,1.755051501
TRIM6-TRIM34,1.530708294
TEX9,1.357219025
LEXM,2.016026596
TTC30A,2.360254605
CNTD2,1.358892914
HHLA3,1.341463949
CCDC15,1.811915626
CDR2L,4.087888738
TMED7-TICAM2,2.278494207
OTULINL,1.593204427
SLC25A48,1.317367632
EML6,2.602592183
OR8D2,1.45392643
PCED1B,2.89065773
IGLON5,1.491483748
CDRT4,1.738282607
OR7G3,1.541770202
SH3D21,1.345409583
KRTAP12-2,2.10747132
CCDC112,2.817893305
TTC30B,2.01513978
ZNF488,1.475707757
TP53I13,2.719922677
SMIM22,2.22847866
RPS6KL1,5.001504247
OGFOD2,1.438088054
ZASP,1.929777367
FAM209A,1.37879255
TMEM223,1.852571031
CCDC158,2.795912707
WDR78,1.335818884
TMEM37,2.527957388
C4orf51,1.661762701
OR7D2,1.537587027
KRTAP12-1,2.298967658
TMEM169,2.314745585
C4orf50,1.608694312
KCTD21,1.633184954
C11orf53,2.665445729
ZNF502,2.04508626
EFCAB12,1.482672118
ZNF623,1.382255492
RINL,1.962254871
METTL26,1.330060488
KCTD4,2.207573288
MRLN,1.449026035
C17orf99,1.509521803
ZNF714,1.918148828
CCDC9B,1.426339488
FAM81B,2.412031004
ZNF430,2.395288068
CALML4,1.732335568
ZNF680,1.467882884
C5orf60,1.470826397
FAM214A,1.802431845
DTWD1,1.687134189
TMEM179B,1.83636164
METTL5,1.441747558
ZNF596,2.023274131
SAXO2,3.931127157
OR6F1,1.33858489
SIGLECL1,2.456778662
C1orf141,1.922931321
OR6B3,1.595679533
ZNF816,2.168501357
ZNF726,1.651150177
KRTAP12-4,2.000738929
MROH6,1.412289035
ARHGEF37,1.886257138
TMPRSS11F,2.598190198
C2orf69,2.634137785
NUTM2A,2.507574887
C17orf97,1.643572558
PRR27,1.483662979
RIIAD1,1.80852104
GOLGA6L4,2.262187379
OR2L2,2.702261368
INAFM2,2.344631028
OR10G7,1.913960669
TPRX1,1.787067008
SAP25,1.910589489
KRTAP10-11,2.017615684
KIAA1211L,1.441723539
ABHD15,2.155423426
PRR21,1.473286047
TVP23C,1.767750752
OR2AE1,2.415295714
OR8D1,1.656374805
ZNF610,1.410318427
ZNF619,1.302291279
EFCAB3,1.922377771
OR2A1,2.394910538
KRTAP10-12,2.152248478
FAM222A,1.483901123
ZNF583,1.40709078
ARHGEF33,1.710121317
ZNF880,1.364616796
OR2AG2,2.265280158
ZNF710,2.956842846
OR2B2,2.918779069
KRTAP12-3,2.154350136
C19orf73,1.85754796
OR7G1,1.479346189
TVP23C-CDRT4,1.981006748
CLEC2L,2.179299487
OR10K2,2.492699522
FNDC8,1.480933673
MBLAC1,4.447880242
TTC22,1.81000466
OR2AK2,1.857508665
OR4C3,1.481538705
OR4D5,1.354577731
OR10G8,1.372582932
INAFM1,2.518557371
C8orf88,1.84585403
MFSD6L,1.999956573
GOLGA6L3,1.437623854
ZNF736,1.4513774
CBY3,1.797130412
ZNF660,3.353684514
ZNF547,1.757433727
LRRD1,1.594636562
NBPF7,2.416702851
OR2T8,2.140336086
C16orf92,2.365885633
OR2M5,2.26816958
OR2L5,2.18243463
FAM177B,1.796531948
TRIM64C,2.473298961
LRRC69,1.343940148
C16orf82,1.872895202
OR2L3,3.411033977
C20orf78,1.422772534
C11orf94,1.828478313
TMEM262,1.705071067
BTBD19,2.540562276
TEX22,4.912076679
OR4F21,1.728623128
C12orf77,1.34034997
ZNF730,2.014326583
ZNF816-ZNF321P,1.775648255
C9orf47,1.579582131
BHMG1,7.636406821
KRTAP5-6,2.480434499
ZNF385C,1.390982187
C10orf142,1.419382901
LOC390937,1.620912137
LOC100507507,6.932427055
C11orf88,1.374841947
FAM180B,7.779228775
LOC101928592,4.08055579
UBE2Q2L,1.677367288
DPP9-AS1,1.927382523
LOC729800,1.575919117
C17orf47,2.335094895
TMEM133,1.30528953
LOC100130357,2.951160079
LOC645177,1.999782907
LOC100505502,1.636933581
LOC101929692,1.308211476
LOC101929206,1.709075441
LOC101927506,2.339039708
LOC101927260,1.551000128
LOC100996574,2.530398868
LOC100996573,1.721566523
SKI,1.585360853
MORN1,2.036268823
VPS13D,3.352421446
FHAD1,4.772781955
EFHD2,4.772781955
ATP13A2,2.639785387
TRIM63,2.088895682
SMPDL3B,2.31646668
XKR8,2.31646668
EYA3,2.31646668
C1orf87,1.70092874
KANK4,2.936629106
NEGR1,4.028960851
ST6GALNAC3,4.119426479
USP33,1.639028116
DDAH1,3.571379327
ZNHIT6,1.668775219
COL24A1,4.195867386
VAV3,2.830090558
CLCC1,4.031960912
WDR47,4.031960912
WARS2,2.131825959
ADAM30,2.804737042
NOTCH2,2.932185489
OTUD7B,3.568330729
SPRR2E,3.175204034
SPRR2G,5.351874278
DDR2,2.476383581
RGS4,2.894013204
LRRC52,3.186519091
SEC16B,1.610656689
RNASEL,3.009980989
PLA2G4A,2.115142356
C1orf106,2.112270203
NAV1,3.534914712
SYT2,3.169860613
RASSF5,1.452348342
EIF2D,2.600845666
IL19,3.363953643
C4BPA,2.223676628
BATF3,2.711370765
NSL1,1.766978493
TATDN3,1.764951562
SPATA45,1.848109431
ESRRG,3.702677286
HLX,3.102202523
CAPN2,2.919734373
EXO1,4.016644386
PLD5,2.026456531
C1orf100,1.815848224
ADSS,2.035664929
C1orf101,2.111966606
CNST,2.491820551
FAM150B,3.214157857
C2orf48,3.507938395
ADCY3,2.041770686
VIT,2.673951032
SULT6B1,2.591081979
OXER1,3.972650392
HAAO,3.972650392
EPAS1,2.944621669
MCFD2,2.479516467
NRXN1,4.451487744
COMMD1,2.67592342
ANTXR1,2.672620629
MCEE,3.145754703
MPHOSPH10,3.145754703
PAIP2B,4.022733788
DYSF,1.501827339
DPP10,4.522878745
THSD7B,3.280751602
METAP1D,3.293623644
HOXD1,1.529148675
PDE11A,2.758453519
PPP1R1C,4.239547358
PDE1A,4.33856595
CTLA4,2.599634727
PARD3B,3.48165718
NRP2,2.219970873
SPAG16,2.300856313
FN1,2.388701638
XRCC5,3.287855586
MARCH4,2.747025675
PAX3,1.358030402
TM4SF20,1.987584625
TRIP12,2.679085547
COL6A3,2.078006766
CHL1,6.594329278
VGLL4,1.785951321
NUP210,1.914709422
HACL1,1.676954265
PLCL2,2.088682558
ZNF385D,2.955852379
OSBPL10,3.757334363
ZNF501,2.607742839
KIAA1143,2.701518087
TMEM42,2.534989135
TGM4,2.534989135
FAM208A,3.078516416
FHIT,2.647720983
PRICKLE2,3.912573543
MITF,1.545460015
ROBO1,4.39911419
ALCAM,2.363221334
CD200R1,1.596399102
GTPBP8,1.596399102
C3orf17,1.383209514
SLC9A9,4.065299598
MED12L,3.604533816
P2RY14,3.54640649
P2RY13,3.55158743
P2RY12,3.54945838
SUCNR1,1.624153564
TMEM14E,2.318171053
PLCH1,2.301594946
GOLIM4,4.189955762
SPATA16,2.360304383
ZMAT3,2.670886997
ADIPOQ,1.553618188
TP63,2.903437562
STK32B,1.324881848
LDB2,1.552997102
NWD2,1.768020973
TBC1D1,1.943476276
N4BP2,1.417028071
ATP10D,3.622693749
CORIN,4
CEP135,3.627272059
ADGRL3,3.255034577
SLC4A4,4.025723249
CXCL6,2.097453221
PF4V1,2.097453221
SDAD1,1.950781977
SHROOM3,1.702239489
GRID2,2.767257937
ADH1B,2.805069601
ADH1C,2.805069601
TET2,2.648184374
INPP4B,2.109914473
MMAA,1.426316307
EDNRA,3.495665088
GUCY1B3,3.823908741
WWC2,2.936591575
ICE1,2.536973479
SEMA5A,2.204690151
ANKRD33B,3.835022923
FAM105A,4.061980903
RAI14,3.369470429
SLC1A3,3.310247304
ZNF366,1.87095494
ARHGEF28,2.882397308
AP3B1,1.502241282
CHD1,3.185352931
FBXL17,4.183944392
FER,1.460033632
WDR36,2.42668736
DTWD2,2.304737277
MEGF10,3.813354389
JADE2,3.758702613
NRG2,2.408112128
PCDHA2,1.624446116
PCDHA5,1.648435585
PCDHA6,1.642904075
PCDHA7,1.622493408
PCDHA8,1.589999287
PCDHA9,1.60273802
PCDHA10,1.622711966
PCDHGA1,1.863279433
PCDHGA2,1.863279433
PCDHGA3,1.863279433
PCDHGA4,1.863279433
PCDHGB2,1.863279433
PCDHGA5,1.863279433
PCDHGB3,1.863279433
PCDHGA6,1.863279433
PCDHGA7,1.863279433
PCDHGB4,1.863279433
PCDHGA8,1.863279433
PCDHGB5,1.863279433
PCDHGA9,1.863279433
PCDHGB6,1.863279433
PCDHGA10,1.863279433
PCDHGB7,1.863279433
PCDHGA11,1.863279433
PCDHGA12,1.863279433
PCDHGC3,1.863279433
PCDHGC4,1.863279433
PCDHGC5,1.863279433
DIAPH1,1.863279433
FGF1,2.562249437
KCTD16,2.918760739
GRIA1,2.278181144
MFAP3,1.359319847
KCNIP1,2.18754122
C5orf45,5.752910944
BPHL,2.199894938
TUBB2A,2.199894938
F13A1,5.110844021
NEDD9,2.489669509
PHACTR1,3.575853694
ATXN1,2.586700236
CDKAL1,2.780153614
LRRC16A,1.578725209
BTN3A2,2.330590133
BTN2A2,2.481775686
BTN3A1,2.638461029
HIST1H2BL,3.884056823
HIST1H2AI,3.884056823
HIST1H3H,3.884056823
HIST1H2AK,2.305482546
HIST1H2BN,2.305482546
HIST1H2AL,2.832741757
HIST1H1B,2.832741757
HIST1H3I,3.247805531
HIST1H4L,3.247805531
HIST1H3J,5.154374922
HIST1H2AM,5.154374922
HIST1H2BO,4.40214034
HLA-C,2.832387327
C6orf10,12.32084476
TRERF1,1.313721322
EYS,3.135008613
ADGRB3,3.083804073
CGA,3.01376587
SIM1,2.405276054
GRIK2,2.414167178
AIM1,4.4996949
NR2E1,2.732570119
SNX3,1.991740585
LACE1,2.542072709
CEP57L1,5.226872076
C6orf183,5.226872076
FAM184A,2.480697151
TBC1D32,2.101768615
PHACTR2,2.997877154
ZC2HC1B,3.296622631
PLAGL1,3.296622631
GRM1,2.522589312
ADGB,2.595491271
TAB2,2.608006928
CCDC170,2.241428716
SYNE1,1.555642874
TIAM2,3.051782706
SERAC1,2.185819019
GTF2H5,2.185819019
PARK2,2.825300712
SMOC2,2.341797747
PSMB1,2.489857301
TBP,2.489857301
PSMG3,3.611472532
SDK1,2.597343203
FOXK1,2.607179985
AP5Z1,2.824082493
RADIL,2.824082493
HDAC9,2.745041265
RAPGEF5,1.617082865
MPP6,2.954285941
LSM5,4.826697158
FKBP9,2.533740521
NPSR1,4.320199751
ELMO1,1.432679496
SUGCT,2.821598658
HIP1,3.129268449
TMEM60,3.168450148
ZNF804B,3.689264216
FAM133B,3.114525697
C7orf43,4.8569852
GATS,5.686829052
MEPCE,3.202247871
PPP1R35,3.202247871
TSC22D4,9.244330912
C7orf60,2.249360488
CAV2,4.324918554
CAV1,5.483914357
CTTNBP2,4.320426757
LRGUK,3.256192446
AKR1B1,2.517698233
PRKAG2,1.461551948
DNAJB6,1.347743987
PTPRN2,2.618902978
ERICH1,1.858550227
MYOM2,2.729903719
CSMD1,7.836331846
SGCZ,1.757259855
ESCO2,4.540019803
PBK,4.288150608
HMBOX1,1.697539192
KIF13B,1.761452112
NRG1,3.234860668
RPS20,2.651889932
MOS,2.578231599
DNAJC5B,3.817585348
CPA6,3.494415944
ZFHX4,4.289789521
TMEM55A,2.507016237
PLEKHF2,2.043015632
SDC2,5.528458935
CPQ,2.922813846
STK3,3.241360573
VPS13B,2.412760618
ANGPT1,3.22444052
LRRC6,2.507938395
TMEM71,3.691435586
PHF20L1,3.484391051
ST3GAL1,2.141853964
ARC,4.278189385
DOCK8,3.264880366
GLIS3,3.831237424
PTPRD,2.067983094
ACER2,2.127028369
MTAP,1.888737486
LOC100506422,2.646026098
EQTN,2.423543468
UBAP1,2.381115515
KIF24,2.381115515
RECK,1.862013267
GLIPR2,1.862013267
TRPM3,3.135548253
TRPM6,3.634717979
TLE4,2.173173935
PHF2,2.353302269
TBC1D2,2.682793571
SLC31A2,1.654430244
CDC26,1.370386555
WDR31,1.512578789
BSPRY,1.512578789
DFNB31,2.286098038
C9orf69,2.382789905
IL2RA,1.319483191
PFKFB3,3.409269594
CCDC3,2.287518662
KIAA1217,2.093341782
BAMBI,1.779081636
ZNF438,2.357980885
ZNF32,2.82131076
ADK,3.748483448
C10orf11,1.984556412
ZMIZ1,2.051978467
GRID1,1.643782866
LIPK,4.737905035
LIPN,3.86690839
LIPM,3.441003595
ENTPD7,3.22562904
BTBD16,3.214072532
TCERG1L,3.134907875
PNPLA2,3.318216234
CRACR2B,3.318216234
CD151,4.909177837
POLR2L,4.909177837
TSPAN4,3.924015315
WEE1,2.991697976
GALNT18,5.487849463
SOX6,1.815053177
ALX4,3.153149709
ATG13,4.517126416
PATL1,2.118786584
OR10V1,2.515700161
STX3,2.744293417
GIF,2.579384229
BEST1,1.986362388
C11orf84,3.02824187
KDM2A,1.863596552
TPCN2,1.459295217
PPFIA1,3.348334396
SHANK2,3.892416969
DNAJB13,1.346980549
LRRC32,2.645699438
SYTL2,5.256184612
PIWIL4,2.26816958
CNTN5,4.554520343
GRIA4,2.980468315
ALKBH8,3.31415082
SLC35F2,1.9476909
CADM1,3.162026675
SCN2B,1.816730156
AMICA1,1.816730156
FBXL14,2.339134522
CACNA1C,2.032845313
AKAP3,2.687822644
NDUFA9,2.687822644
C1RL,3.319619155
GDF3,2.464832515
KLRC2,3.115091406
KLRC1,3.115091406
STYK1,4.09964926
YBX3,3.140201453
HIST4H4,2.431446288
ERP27,2.782252927
ARHGDIB,2.782252927
SLC2A13,3.121708051
ADAMTS20,4.433727536
KRT3,2.90490042
KRT4,2.90490042
KRT79,2.40329297
SMUG1,1.821886748
OR6C65,4.428291168
OR6C76,4.428291168
NXPH4,2.402853512
SHMT2,2.402853512
NDUFA4L2,2.402853512
STAC3,2.402853512
R3HDM2,2.402853512
USP15,2.868060705
MON2,2.123147352
CPM,4.786455681
LGR5,2.58760666
SYT1,1.969278871
PPFIA2,3.523893283
POC1B,2.237831788
SNRPF,2.244582537
CCDC38,2.244582537
GLT8D2,2.089268902
SVOP,3.170696227
CUX2,2.357901668
MAPKAPK5,3.796070063
HECTD4,3.678940371
RPH3A,4.579730616
RFC5,1.894830572
TMEM120B,2.354283061
RHOF,2.354283061
SETD1B,4.078828742
HPD,2.782700341
TMEM132C,2.249337354
TMEM132D,3.037711184
XPO4,2.809948582
SAP18,2.631899148
NUDT15,3.065501549
MED4,3.452077684
NEK3,2.604149624
PCDH9,3.098519883
DACH1,3.849673464
KCTD12,1.516640964
DCT,3.222848777
ITGBL1,3.291409155
FAM155A,2.190144123
MYO16,4.998352809
ARHGEF7,4.219380299
TRA,2.950781977
TRD,2.950781977
NYNRIN,3.095014119
AKAP6,2.798575562
BAZ1A,3.203897681
MAP4K5,2.340273905
FRMD6,2.863882157
ERO1L,4.367826256
DDHD1,3.270349332
C14orf37,2.174495989
ACTR10,2.929223537
GPHB5,1.738903742
SMOC1,2.441411417
SIPA1L1,2.695531015
RGS6,1.995678626
LTBP2,4.69209767
LRRC74A,2.582030358
KCNK10,4.326656489
FOXN3,2.504455662
CATSPERB,3.562883907
GOLGA5,3.181754306
PGBD4,3.5194613
KATNBL1,3.521202712
C15orf53,2.568475416
FSIP1,2.364516253
MGA,2.689519109
SECISBP2L,1.403029242
COPS2,2.649345021
GALK2,2.167925599
FAM227B,2.148955793
FGF7,2.116605468
UNC13C,5.216124994
FAM63B,5.617586687
TLN2,1.685922008
FAM96A,4.690518881
KIAA0101,2.517154989
TRIP4,6.087363515
OAZ2,4.688246139
PARP16,1.903437562
MEGF11,3.093018847
TMED3,1.669383333
CEMIP,1.846490011
EFTUD1,4.339200904
HDGFRP3,2.161087973
ALPK3,2.761376895
AKAP13,2.597411945
AGBL1,1.304255725
IDH2,3.315998923
FAM169B,3.543618782
LINS,1.640942772
RBFOX1,1.355364496
SNX29,1.697885623
MKL2,2.548489882
C16orf62,6.235943483
CCDC101,3.334231449
SULT1A2,3.334231449
SULT1A1,3.334231449
PHKB,2.187855691
FTO,3.848814082
CNGB1,2.733415553
NFAT5,2.270916243
COG4,2.422393323
SF3B3,2.422393323
MTSS1L,8.75654027
CMIP,1.883824109
USP10,3.133547247
FOXL1,4.623423043
C16orf95,2.00449643
ANKRD11,5.053936022
SLC43A2,7.867228171
GLP2R,3.89997427
GAS7,1.537587027
ARHGAP44,4.425031668
SPACA3,1.617082865
XYLT2,1.932185489
MRPL27,1.932185489
MSI2,2.035532939
BZRAP1,8.505469737
PRKCA,3.756391539
SDK2,2.437469231
CD300LB,3.509058795
CD300C,3.509058795
OTOP3,2.785686103
HID1,3.582395465
ICT1,4.321773069
ATP5H,4.327523455
DNAH17,4.086620659
RBFOX3,2.067323341
L3MBTL4,3.66248084
PTPRM,2.586432029
MC2R,2.825358807
DSG2,3.978810701
CTIF,1.388170521
ATP8B1,2.51825648
ALPK2,2.37923951
SERPINB5,3.428990328
CCDC102B,4.406658542
MBP,3.557880986
HMHA1,20.24657782
MUM1,1.491739694
TBXA2R,3.193345276
PTPRS,2.075622492
RAB11B,2.131590697
MARCH2,2.131590697
ZNF560,2.451242171
ZNF426,1.985899678
ZNF121,1.985899678
OR10H5,2.372634143
LGALS4,2.513144645
PAPL,2.477542725
PAK4,2.643018599
DLL3,3.036920839
SELV,3.036920839
EID2B,3.036920839
SULT2A1,2.093395628
FPR2,3.140621496
NLRP7,1.472241247
NLRP2,1.472241247
GP6,2.672763707
RDH13,2.672763707
NLRP4,4.181681713
ZNF444,1.480316358
GALP,1.480316358
ZSCAN5B,1.480316358
SMIM17,2.656197667
ZNF835,2.656197667
ZNF749,3.402853512
SDCBP2,3.206419133
FKBP1A,4.625783395
BANF2,2.22887572
SNX5,2.268016601
MGME1,1.838033384
VSTM2L,1.804100348
PPP1R16B,2.086557045
L3MBTL1,2.376854125
SPINT3,2.61960784
WFDC10A,1.788879459
SLC13A3,2.294795068
RNF114,3.601209607
SNAI1,3.733721253
BCAS1,3.359518563
AURKA,7.045328234
CDH4,2.428058365
HUNK,1.3796557
DOPEY2,2.602059991
MORC3,2.602059991
ERG,3.68131073
PSMG1,3.852942329
SH3BGR,3.92226882
MICAL3,2.431211788
MAPK1,3.301116863
IGL,3.508204229
CRYBB3,2.111820506
CRYBB2,2.111820506
ZNRF3,2.268330668
AP1B1,1.838931615
RFPL1,2.373146585
OSM,2.713094647
GATSL3,2.713094647
SEPT3,4.006488822
WBP2NL,4.009159643
LDOC1L,3.159768405
PHF21B,3.314446347
CELSR1,1.687822644
